Codigo;Nombre;Categoria;Proveedor;Stock;Costo;Precio;
1572;Lubricante Vaginal Cannabico OLEUM;Bebidas;OLEUM;0;;1017.60;
1575;Maca Force 250 gr;Medicinales y Energeticos;Eco Tierra;0;139.04;259.20;
8545324354566;Maca Kallpa x 100g;Varios;Eco Tierra;-28;296.25;2340.00;
3854321324195;Maca Negra Kallpa x 500 gr;Medicinales y Energeticos;Eco Tierra;-18;628.05;5390.00;
7753090000025;Maca Negra polvo x150g;Medicinales y Energeticos;Eco Tierra;-29;541.15;2000.00;
193961;Maca Oh Yeah It´s Vegan 150g;Medicinales y Energeticos;Oh Yeah It's Vegan!;-8;;2515.20;
4268;Maca Original Kallpa x 500 gr;Medicinales y Energeticos;Eco Tierra;-19;;4100.00;
1581;Maca Prodenza capsulas;Medicinales y Energeticos;Eco Tierra;0;328.64;613.20;
1582;Maca pura suma qamaña x 100 gr;Medicinales y Energeticos;SUMA QAMAÑA - Francisco Rios - maca;-13;0.00;3900.00;
1583;Maca pura suma qamaña x 250 gr;Medicinales y Energeticos;SUMA QAMAÑA - Francisco Rios - maca;0;;8125.00;
7798121272712;Magnesio 50 Capsulas NATIER;Medicinales y Energeticos;;0;0.00;20250.00;
65858;Magnesio Coloidal 25g S650;Fitoterapia;;0;;13250.00;
28904;Magnesio Glicinato 100g Veritasalud;Medicinales y Energeticos;VeritaSalud;-4;0.00;20000.00;
1589;Maiz blanco pisado blanco perlado;Legumbres;Los Nogales;-8;414.75;4190.00;
1588;Maiz blanco pisado colorado;Legumbres;Los Nogales;0;323.90;603.60;
32622;Maiz pisado blanco perlado 500g Plutarco;cereales;;-5;;2250.00;
1593;Maiz piscingallo Yin yang 500 gr;cereales;yin yang (dietetica cientifica);0;;177.60;
7793132008251;maiz pisingallo Esquina las flores 500g;Varios;La Choza;-8;;2240.00;
7791118000824;Malta instantanea EL POCILLO;infusiones;Beatriz cosméticos;-1;;412.80;
1596;Malva 50g Plut;yuyerio y condimentos;Yuyos Andy;-14;696.00;1592.00;
1597;Malva x 250g;yuyerio y condimentos;Herbores;0;697.00;3500.00;
1598;Mani bañado 70% HEALTHY MAJO;Dulces;Healthy Majo;0;;368.40;
Granel23;Mani con Chocolate 100grs;Granel;;0;0.00;2610.00;
07430101;Mani con chocolate Colonial x kg (para servirse);Dulces;Los Nogales;0;2212.00;11640.00;
Granel11;Mani con Sal 100grs;Granel;;0;0.00;780.00;
1603;Mani pelado tostado (con y sin sal) x 1kg;frutos secos;Los Nogales;-2;983.55;2212.80;
7798081420147;mani salado Maniplus 1k;Varios;Los Nogales;-8;948.00;7640.00;
Granel12;Mani sin Sal 100grs;Granel;;0;0.00;780.00;
7798081420123;mani sin sal Maniplus 1k;frutos secos;Los Nogales;-9;;7640.00;
1601;Mani x peso (con y sin sal) PLUTARCO;Semillas;Los Nogales;-1;987.50;5280.00;
1605;Manicol (Todos) 50grs PACHAMANI;Dulces;PACHAMANI;-4;0.00;2110.00;
77975720;Manicol 100 gr PACHAMANI algarroba;Varios;PACHAMANI;-70;0.00;4220.00;
77975645;Manicol 100 gr PACHAMANI cacao;Dulces;PACHAMANI;-81;0.00;4220.00;
77975676;Manicol 100 gr PACHAMANI cacao y nuez;Varios;PACHAMANI;-63;0.00;4220.00;
77975713;Manicol 100 gr PACHAMANI cafe del monj;Varios;PACHAMANI;-40;0.00;4220.00;
77987259;Manicol 35 gr PACHAMANI todos;Varios;PACHAMANI;-242;0.00;1540.00;
77975652;Manicol 50 gr PACHAMANI algarroba;Varios;PACHAMANI;-60;0.00;2110.00;
77975638;Manicol 50 gr PACHAMANI cacao;Dulces;PACHAMANI;-76;0.00;2110.00;
77975669;Manicol 50 gr PACHAMANI cacao y nuez;Varios;PACHAMANI;-74;0.00;2110.00;
77975683;Manicol 50 gr PACHAMANI cafe a la turca;Varios;PACHAMANI;-49;0.00;2110.00;
77975706;Manicol 50 gr PACHAMANI cafe del monj;Varios;PACHAMANI;-37;0.00;2110.00;
487;Manteca de Karite 40cc Samu;Cosmetica natural;Samu Shampoo solido;-1;;1556.40;
7798151953254;Manteca de Mani Mani King 350g;Otros;Eco Tierra;-6;;3000.00;
1607;Manteca de semillas Prama;Varios;Prama Nestor Palmetti;0;;432.00;
7798328480446;Manteca La Choza x250g;Lacteos;La Choza;-35;0.00;10700.00;
1611;Manteca Lobos pasteurizada;Refrigerados;Erika Colibri Verduras;-80;0.00;14500.00;
1613;Mantepram Girasol Prama;Varios;Prama Nestor Palmetti;0;;924.00;
1614;Mantepram zapallo Prama;Varios;Prama Nestor Palmetti;0;;1602.00;
1616;Mantequilla de Girasol Crudencio;Panaderia y Comidas;Crudencio;0;;648.00;
754697523730;Mantequilla de Mani 360g LE FIT;Varios;Liliana pintofruta;-50;0.00;5100.00;
7798347170014;Mantequilla de mani 380g NINAS;Almacen;Crackines (Milgal) Lucas;-310;0.00;4250.00;
7798165593347;Mantequilla de mani Beepure 400g;Miel;Beepure;-19;655.70;5740.00;
1754257;Mantequilla de Mani Crunchy 380g KOSHER;Varios;Liliana pintofruta;0;;2042.40;
18761;Mantequilla Untable de coco CRUDENCIO;Aceites;Crudencio;-1;;9960.00;
1624;Manzana desecada Terrasana 40g;Deshidratados;MAOAR;-1;;85.20;
1626;Manzanilla 50g Plut;yuyerio y condimentos;Yuyos Andy;-175;1469.00;4550.00;
152521;Maple de Huevos COECO;Almacen;;-5;0.00;15800.00;
1627;Marcela 50g Plut;yuyerio y condimentos;Yuyos Andy;-29;886.00;2370.00;
1628;Marcela x 250g;yuyerio y condimentos;Herbores;0;;93.60;
1630;Marrubio 50g;yuyerio y condimentos;Yuyos Andy;-2;;1474.00;
1635;Masala de especias dulce Prama;Varios;Prama Nestor Palmetti;0;;858.00;
723540585485;Masala de especias herbal Prama;Varios;Prama Nestor Palmetti;-1;;1680.00;
723540585492;Masala de especias italiano Prama;Varios;Prama Nestor Palmetti;-1;;2556.00;
723540585461;Masala de especias picante Prama;Varios;Prama Nestor Palmetti;-1;;2016.00;
15263;Mascara Facial Caoilin BIOTERRA;Varios;Bio Terra;2;;2721.60;
17813t;Mascara Facial Organica BEL LAB;Cosmetica natural;Liliana pintofruta;-1;;4896.00;
184384;Mascara Facial Verde Bioterra;Varios;Bio Terra;0;;3858.00;
8906038786119;Mascarilla facial SRI SRI;Cosmetica natural;;0;0.00;10800.00;
090125151459;Mate cocido agroeco. ajedrez agroec.25 saquitos;infusiones;Fernanda - Alimentos Naturales;-6;0.00;885.00;
1641;mate cocido y tès Kalena;Yerba;Frusan (Gerardo Lassalle);0;;206.40;
1642;Mate cocidoTucangua;infusiones;MAOAR;0;;188.40;
1643;Mayones VEGANESA 200gr Felices Las Vacas;galletas;Felices Las Vacas (Logica Natural S.R.L);0;102.70;516.00;
1644;Mayones VEGANESA 500gr Felices Las Vacas;galletas;Felices Las Vacas (Logica Natural S.R.L);0;272.55;508.80;
7798126290896;Mayonesa ahumada Arytza x 360g;Salsas y Mayonesas;Fernanda - Alimentos Naturales;-31;0.00;6670.00;
7798126290940;Mayonesa Arytza ajo x 360g;Salsas y Mayonesas;Fernanda - Alimentos Naturales;-11;;6350.00;
7798126290889;Mayonesa Arytza x 360g;Salsas y Mayonesas;Fernanda - Alimentos Naturales;-26;0.00;6200.00;
29664;Mayonesa de Zanahoria 250g SANTA MARIA;Salsas y Mayonesas;Green & CO;-2;;1768.80;
7791479005094;mayonesa MayoV albahaca;Varios;VIVET;-4;;8070.00;
7791479005063;mayonesa MayoV con ajo;Varios;VIVET;-7;;8070.00;
7791479005438;mayonesa MAYOV Merken;Varios;VIVET;-3;;8070.00;
7791479005100;mayonesa MayoV original;Varios;VIVET;-1;;8070.00;
7791479005056;mayonesa MayoV remolacha;Varios;VIVET;-7;;8070.00;
7791479005087;mayonesa MayoV sriracha;Varios;VIVET;-7;;8070.00;
7791479005049;mayonesa MayoV zanahoria;Varios;VIVET;-7;;8070.00;
1648;Mayonesa mi soja 380 gr;Conservas;Mi Soja (Soja SRL);-1;553.00;1032.00;
7798131061535;Mayonesa Organica 325g PAMPA GOURMET;Salsas y Mayonesas;Green & CO;-4;;2790.00;
1649;Mayonesa Vegana PAMPA GOURMET;Vinagres y acetos;MAOAR;0;;805.20;
1650;MayoV doy pack x 200grs;Conservas;Green & CO;0;;0.00;
1651;MayoV doy pack x 400grs;Conservas;Green & CO;0;;0.00;
1652;MayoV Mayonesa vegana (Todas);Conservas;Green & CO;0;;8070.00;
758890930470;MEDALLON ADUKI HUNGARO CASA VEGANA x400g;Comidas congeladas;;-8;0.00;4640.00;
7798412920025;Medallon Arabe BIEN PLANTADOS;Comidas congeladas;VIVET;-2;;4000.00;
1653;Medallon Chickenvil Felices Las Vacas 230grs;Lacteos;Felices Las Vacas (Logica Natural S.R.L);0;300.20;560.40;
COECO0002;Medallon de Pollo COECO;Otros;Coeco;-3;1390.40;3655.20;
7798412920063;Medallon Español BIEN PLANTADOS;Comidas congeladas;VIVET;-1;;4000.00;
7798412920049;Medallon Fungi BIEN PLANTADOS;Comidas congeladas;VIVET;-1;;4000.00;
727373155303;MEDALLON GARBANZOS AL CURRY CASA VEGANA x400g;Comidas congeladas;;-10;0.00;4640.00;
758890930487;MEDALLON GREEN MOON CASA VEGANA x400g;Comidas congeladas;;-6;0.00;4640.00;
758890930463;MEDALLON LENTEJON CANADIENSE CASA VEGANA x400g;Comidas congeladas;;-5;0.00;4640.00;
7798412920056;Medallon Mediterraneo BIEN PLANTADOS;Comidas congeladas;VIVET;-6;;4000.00;
727373155297;MEDALLON QUINOA ANDINA CASA VEGANA x400g;Comidas congeladas;;-7;0.00;4640.00;
758890930456;MEDALLON QUINOA MEDITERRANEA CASA VEGANA x400g;Comidas congeladas;;-12;0.00;4640.00;
75475475;Medallones 4u VARDO RE EVOLUCION;Comidas congeladas;;-9;0.00;6850.00;
7798259439339;Medallones de garbanzo y calabaza VEGABUNDANCIA;Varios;Tienda veggie (Holy places srl);0;;752.40;
11616;Medallones de Pollo x2 COECO;Comidas congeladas;Coeco;-1;;9600.00;
7798259439315;Medallones de poroto mung y espinaca VEGABUNDANCIA;Varios;Tienda veggie (Holy places srl);0;;752.40;
1662;Medallones de Seitan EL SENDERO;Lacteos;Seitan Carmen;-2;;796.80;
1663;Medallones rellenos PURO MAIZ;Comidas congeladas;Puro Maiz;0;;801.60;
SurtidasSAm;Medallones y milanesas (variedades). Semilla Amarilla;Comidas congeladas;Semilla Amarilla;-165;0.00;5750.00;
3522543;Melena de leon en polvo 100g MYCELLIUM;X;;0;0.00;48000.00;
11353223;Melena de leon Tintura madre 100ml MYCELLIUM;Otros;;-2;0.00;14100.00;
1669;Melisa 50g plut;yuyerio y condimentos;Yuyos Andy;-35;0.00;3050.00;
1670;Melisa x 250g;yuyerio y condimentos;Herbores;0;;214.80;
1673;Menta 50g Plut;yuyerio y condimentos;Yuyos Andy;-14;825.00;1790.00;
1674;Menta x 250g;yuyerio y condimentos;Herbores;0;4125.00;5000.00;
7791479005360;Merken chileno 42g Recetas de Entonces;Varios;Green & CO;-1;;2532.00;
7798161722963;Mermelada Arandanos LAS BRISAS;Dulces;;-2;;5100.00;
7798127672332;Mermelada de Tuna LAS QUINAS;Dulces;Las Quinas;-4;;5500.00;
1683;Mermelada Dulces de la Finca;Bebidas;Hecho en Argentina;0;;457.20;
7798161722987;Mermelada frutilla LAS BRISAS;Dulces;;-1;;5100.00;
7798161723007;Mermelada frutos rojos LAS BRISAS;Bebidas;;0;;5100.00;
7798134394036;Mermelada La tranquilina 330 gr Arandano;Dulces;YERBAS CAMPESINAS -Cooperativa Rio Paraná Titrayju;-40;;5100.00;
7798134390151;Mermelada La tranquilina 330 gr mora;Dulces;;-7;;5100.00;
7798127670369;mermelada las quinas higo 420g;Dulces;Las Quinas;-18;0.00;5850.00;
7798127672257;mermelada las quinas sin azucar arandanos 420g;Dulces;Las Quinas;-94;0.00;5850.00;
7798127670413;mermelada las quinas sin azucar ciruela 420g;Varios;Las Quinas;-48;0.00;5850.00;
7798127670406;mermelada las quinas sin azucar durazno 420g;Varios;Las Quinas;-98;0.00;5850.00;
7798127670420;mermelada las quinas sin azucar frutilla 420g;Varios;Las Quinas;-164;0.00;5850.00;
7798127670437;mermelada las quinas sin azucar frutos rojos 420g;Varios;Las Quinas;-177;0.00;5850.00;
7798134390458;mermelada ligh la tranquilina cereza 330g;Dulces;;-8;;5100.00;
7798134390533;mermelada ligh la tranquilina ciruela 330g;Dulces;YERBAS CAMPESINAS -Cooperativa Rio Paraná Titrayju;-11;;5100.00;
7798134390519;mermelada ligh la tranquilina durazno 330g;Varios;YERBAS CAMPESINAS -Cooperativa Rio Paraná Titrayju;-14;;5100.00;
7798134390137;mermelada ligh la tranquilina frambuesa 330g;Varios;YERBAS CAMPESINAS -Cooperativa Rio Paraná Titrayju;-8;;5100.00;
7798134390502;mermelada ligh la tranquilina frutila 330g;Dulces;YERBAS CAMPESINAS -Cooperativa Rio Paraná Titrayju;-13;;5100.00;
7798134390625;mermelada ligh la tranquilina maracuya 330g;Dulces;YERBAS CAMPESINAS -Cooperativa Rio Paraná Titrayju;-3;;5100.00;
7798134390076;mermelada ligh la tranquilina membrillo 330g;Varios;YERBAS CAMPESINAS -Cooperativa Rio Paraná Titrayju;-6;;5100.00;
7798134390526;mermelada ligh la tranquilina naranja 330g;Dulces;;-5;;5100.00;
7798044820670;Mermelada organica de Frambuesa CUYEN;Dulces;;-18;;7900.00;
7798044820694;Mermelada organica de Frutos de Bosque CUYEN;Dulces;;-2;0.00;2400.00;
7798044820731;Mermelada organica de Rosa Mosqueta 225G CUYEN;Dulces;La Choza;-3;0.00;2400.00;
7798044820779;Mermelada organica Mora 225G CUYEN;Dulces;La Choza;-2;0.00;2400.00;
7798044820755;Mermelada organica Sauco 225G CUYEN;Dulces;;-5;;7900.00;
1688;Mermelada TERRASANA Frutos del bosque;Deshidratados;MAOAR;0;;396.00;
1689;Mermelada TERRASANA Moras;Deshidratados;MAOAR;0;;394.80;
1690;Mermelada TERRASANA Rosa Mosqueta;Deshidratados;MAOAR;0;;338.40;
1691;Mermelada TERRASANA Sauco;Deshidratados;MAOAR;0;;366.00;
1692;Mermelada Tomate Dulces de la Finca;Bebidas;Hecho en Argentina;0;;339.60;
23891;Mermeladas (TODAS) FINCA PARU;Dulces;;-35;0.00;6400.00;
1696;Mermeladas Higo FAMILIA BALCAZA;Verduras y frutas;Familia Balcaza;-1;;2948.40;
742832993746;Mermeladas NUESTRAS MANOS Arandano 400g;Almacen;Hecho en Argentina;-12;0.00;5430.00;
742832863872;Mermeladas NUESTRAS MANOS Ciruela 400g;Almacen;Hecho en Argentina;-4;0.00;5430.00;
742832863797;Mermeladas NUESTRAS MANOS damazco;Almacen;Hecho en Argentina;-8;0.00;5430.00;
742832863834;Mermeladas NUESTRAS MANOS Durazno 400g;Almacen;Hecho en Argentina;-7;0.00;5430.00;
1701;Mermeladas NUESTRAS MANOS frambuesas;Almacen;Hecho en Argentina;0;0.00;5430.00;
742832863865;Mermeladas NUESTRAS MANOS frutilla;Almacen;Hecho en Argentina;-13;0.00;5430.00;
742832912082;Mermeladas NUESTRAS MANOS Manzana 400g;Almacen;NUESTRAS MANOS;-8;0.00;5430.00;
742832200752;Mermeladas NUESTRAS MANOS Membrillo400g;Almacen;;-6;0.00;5430.00;
742832863841;Mermeladas NUESTRAS MANOS Naranja 400g;Almacen;NUESTRAS MANOS;-5;0.00;5430.00;
742832993739;Mermeladas NUESTRAS MANOS Zarzamora400g;Almacen;Hecho en Argentina;-2;0.00;5430.00;
1704;Mermeladas surtidas FAMILIA BALCAZA;Verduras y frutas;Familia Balcaza;-3;;2595.60;
1705;Mermerladas (todos) Kui natural;Salsas y Mayonesas;Manduvikui (pasta de mani - miel saborizada);-14;;4790.00;
723540584686;Mezcla purgante Prama;yuyerio y condimentos;Prama Nestor Palmetti;-3;;2244.00;
1709;Mezcla yuyos para mate 50g Plut;yuyerio y condimentos;Yuyos Andy;-164;500.00;3200.00;
7798196750054;Miel AMUYEN de Zarate (solida o liquida) 1 kg;Miel;Amuyen (miel joaco);-87;0.00;3300.00;
7798165590230;Miel beepure liquida multifloral 500g;Varios;Beepure;-6;734.70;5920.00;
13284;Miel CAMPO CLARO 500g;Miel;La Choza;-1;;2713.20;
19619651;miel con carpincho 100cc;Aceites;;0;0.00;3200.00;
7798154950991;Miel Cremosa 480g TERRA SANA;Miel;El Renuevo (fincas del olivo);-7;0.00;2400.00;
7798165590193;Miel cremosa beepure 500g;Varios;Beepure;-10;853.20;5920.00;
1716;Miel cruda 1Kg Suma Qamaña;Varios;SUMA QAMAÑA - Francisco Rios - maca;-85;0.00;11500.00;
7798127672318;Miel Cruda 500g Las Quinas;Miel;Las Quinas;-58;0.00;5850.00;
1715;Miel cruda 500grs Suma Qamaña / juan en el campo;Varios;;-117;0.00;6300.00;
7798196750047;miel de abeja amuyen 500g;Varios;Amuyen (miel joaco);-82;0.00;1800.00;
1718;Miel de Mont Hecho en Arg, x 500grs;Bebidas;Hecho en Argentina;-1;;685.20;
7791045000140;Miel de Monte 1kg San Nicolas;Miel;Hecho en Argentina;-4;;3228.00;
1717;Miel de Monte Hecho en Arg x 1kg;Miel;Hecho en Argentina;-4;;3156.00;
1719;Miel EL ARBOL 1KG;Miel;El Arbol;-31;0.00;9500.00;
1720;Miel EL ARBOL 500Grs;Miel;El Arbol;-39;0.00;6800.00;
1721;Miel Kui;Salsas y Mayonesas;Manduvikui (pasta de mani - miel saborizada);0;;811.20;
1722;Miel La Carolina 1 kg;Miel;Alejo Yerba de La Chacra y La Buena;0;;378.00;
7798127670260;miel las quinas cremosa organica 500g;Varios;Las Quinas;-125;0.00;5850.00;
7798127670161;miel las quinas liquida organica 500g;Varios;Las Quinas;-107;0.00;5850.00;
7798154950052;Miel liquida 480g TERRA SANA;Miel;-;-11;0.00;2400.00;
167544;Miel mollis 1kg;Miel;;-8;0.00;8000.00;
3463;Miel mollis 500g;Miel;;-5;0.00;5000.00;
754697493095;Miel organica 330g YUNGA;Salsas y Mayonesas;Fernanda - Alimentos Naturales;-3;0.00;1225.00;
754697493101;Miel organica 470g YUNGA;Salsas y Mayonesas;Fernanda - Alimentos Naturales;-14;0.00;2450.00;
545412;Miel Pura 1kg RAIMAPU (sin etiqueta);Miel;;-120;0.00;8800.00;
545454;Miel Pura 500g RAIMAPU (sin etiqueta);Miel;;-137;0.00;5300.00;
1727;Miel PURA de San Pedro, Multiflora (liquida) x 1 kg;Miel;MIEL PURA - Guille Rey Miel San Pedro;0;;1519.20;
1728;Miel PURA de San Pedro, Multiflora (liquida) x 500 gr;Miel;MIEL PURA - Guille Rey Miel San Pedro;0;;915.60;
1731;Mijo agroecologico Fernanda  x 1 kg;harinas;Fernanda - Alimentos Naturales;0;;516.00;
1732;Mijo pelado 1 kg Plutarco;cereales;Los Nogales;-17;375.25;2340.00;
7793132000804;Mijo Pelado 500g Esquina de las Flores;cereales;La Choza;-15;0.00;2280.00;
2142121;Mijo pelado 500g Plutarco;cereales;;-13;0.00;1200.00;
7790495002568;mijo pelado YIn Yang 500g;Varios;yin yang (dietetica cientifica);-16;;639.60;
714604017127;Milanesa clasica 180g NUTREE;Comidas congeladas;;0;;2500.00;
COECO0003;Milanesa de muslo c/ajo COECO;Varios;Coeco;-20;2014.50;14640.00;
259432;Milanesa de Seitan 480g Folivora;Comidas congeladas;Tienda veggie (Holy places srl);-5;;3640.80;
763571726464;Milanesa de seitan GREEN DRAGON;Comidas congeladas;All Natural;-3;;2713.20;
359395;Milanesa de Seitan VARDO RE-EVOLUCION;Comidas congeladas;All Natural;-36;0.00;12650.00;
714604017110;Milanesa espinaca 180g NUTREE;Comidas congeladas;;-2;;2500.00;
COECO0004;Milanesa Suprema de Pollo COECO;Huevos y pollos;Coeco;-83;2784.75;19400.00;
458748;Milanesas ALKIMYK FOOD (todo);X;;-5;0.00;3830.00;
1738;Milanesas de Seitan EL SENDERO;Lacteos;Seitan Carmen;-4;0.00;2148.00;
MilSojaSAm;Milanesas de soja organica Semilla Amarilla;Comidas congeladas;Semilla Amarilla;-477;0.00;7200.00;
1740;Milanesas de Soja Organicas Sasaki MOA / MEI;Lacteos;Tofu Mei;-54;0.00;8320.00;
1743;Milenrama x 50gr Plut;yuyerio y condimentos;Yuyos Andy;0;;1000.00;
1744;Mini agua (todas) SENTIDA BOTANICA;Cosmetica natural;Sentida botanica;0;;589.20;
790757823969;Mini pancake x 16u 400grs BYGIRO;Otros;Tienda veggie (Holy places srl);-3;;1651.20;
MINIK;MINI PepasScon (TODAS) Kiwicha 120grs;galletas;Kiwicha;-110;0.00;1520.00;
1747;Mini quemador porta cono y bombita;Medicinales y Energeticos;SAGRADA MADRE - Etnica Javier Wajncymer;0;;309.60;
1749;minis Cashoo;Bocadito;Cashoo;-72;0.00;6900.00;
1750;Miso organico 200 gr MOA / MEI;Refrigerados;Tofu Mei;-68;0.00;9600.00;
Granel21;Mix de Semillas 100grs;Granel;;0;0.00;700.00;
137789;Mix de Semillas xkg Plutarco;frutos secos;Los Nogales;-1;0.00;2360.40;
1757;Mix ensaladas y sopas x250grs NATURAL SEED;Lacteos;Beatriz cosméticos;0;;256.80;
1762;Mix frutos rojos congelados x 1kg Felices Las Vacas;Lacteos;Felices Las Vacas (Logica Natural S.R.L);0;663.60;1239.60;
Granel13;Mix Frutos Secos 100grs;Granel;;0;0.00;1850.00;
1763;Mix Frutos secos 1KG CERRADO (Cranc);frutos secos;CRANC;-7;;4276.80;
1764;Mix Frutos secos PREMIUM X 1 kg Cranc;frutos secos;CRANC;0;0.00;1.20;
1765;Mix Frutos secos SUELTO Cranc;frutos secos;CRANC;-3;0.00;10281.60;
790757917620;Mix quesos hebras x 200grs Felices Las Vacas;Lacteos;Felices Las Vacas (Logica Natural S.R.L);-13;438.45;3120.00;
1767;Mix quesos hebras x 300grs Felices Las Vacas;Lacteos;Felices Las Vacas (Logica Natural S.R.L);0;568.80;3120.00;
7790495003541;Mix semillas de quinoa 250g YIN YANG;frutos secos;;-1;0.00;4200.00;
1770;MOLE Burgol oriental;Comidas congeladas;VIVET;0;;226.80;
1771;MOLE Burgol oriental XL;Comidas congeladas;VIVET;0;;421.20;
1773;MOLE Caldo Verduras;Comidas congeladas;VIVET;0;;441.60;
1774;MOLE Cous Cous Marroqui;Comidas congeladas;VIVET;-1;;294.00;
1775;MOLE Energetica oriental;Comidas congeladas;VIVET;0;;226.80;
1776;MOLE Risoto de hongos;Comidas congeladas;VIVET;0;;294.00;
1777;MOLE Risoto de hongos XL;Comidas congeladas;VIVET;0;;508.80;
1778;MOLE Sopa CampesinaThai;Comidas congeladas;VIVET;0;;226.80;
1779;Molle 50g Plut;yuyerio y condimentos;Yuyos Andy;0;;1000.00;
1781;Morcilla vegetal VEGANTIME;Conservas;Mi Soja (Soja SRL);0;185.65;345.60;
1782;Moringa hojas Prama;Varios;Prama Nestor Palmetti;-1;;306.00;
1783;Moringa hojas Suma Qamaña 30 grs;Medicinales y Energeticos;SUMA QAMAÑA - Francisco Rios - maca;-17;;2000.00;
1784;Moringa Polvo Suma Qamaña 50 grs;Medicinales y Energeticos;SUMA QAMAÑA - Francisco Rios - maca;-16;0.00;3100.00;
1785;Moringa prodenza;Medicinales y Energeticos;Eco Tierra;0;316.00;589.20;
7798126291275;Mostaza Arytza AHUMADA x 360g;Salsas y Mayonesas;Fernanda - Alimentos Naturales;-5;;5340.00;
7798126291060;Mostaza Arytza ALEMANA x 360g;Salsas y Mayonesas;Fernanda - Alimentos Naturales;-20;0.00;5790.00;
7798126291046;Mostaza Arytza ANTIGUA x 360g;Salsas y Mayonesas;Fernanda - Alimentos Naturales;-23;0.00;5820.00;
7798126291084;Mostaza Arytza CLASICA x 360g;Salsas y Mayonesas;Fernanda - Alimentos Naturales;-17;0.00;5610.00;
7798126290971;Mostaza Arytza DIJON x 360g;Salsas y Mayonesas;Fernanda - Alimentos Naturales;-16;0.00;6300.00;
7798126291077;Mostaza Arytza F. HIERBAS x 360g;Salsas y Mayonesas;Fernanda - Alimentos Naturales;-2;0.00;4320.00;
7798126291053;Mostaza Arytza MIEL x 360g;Salsas y Mayonesas;Fernanda - Alimentos Naturales;-9;;5340.00;
7798126291091;Mostaza Arytza SIN SAL x 360g;Salsas y Mayonesas;Fernanda - Alimentos Naturales;0;;1090.80;
1795;Mostaza semillas 50g Plut;yuyerio y condimentos;Yuyos Andy;-6;;1794.90;
763571861837;Mousse de Chocolate Whole Life Felices las Vacas;Varios;Felices Las Vacas (Logica Natural S.R.L);-10;;4220.00;
763571697214;Mozzarella 250grs Felices las Vacas;Varios;Felices Las Vacas (Logica Natural S.R.L);-43;600.40;3730.00;
1796;Muffin espinacacalabaza Healthy Kitchen;Lacteos;Tienda veggie (Holy places srl);0;;546.00;
7798415300022;Muffin integral de Algarroba SECRETO CAMPESINO;Panaderia y Comidas;VIVET;-3;0.00;864.00;
1797;Mulltivitaminico Despierta Manipura;Salsas y Mayonesas;SANHO;0;;871.20;
1799;Muña muña 50g Plut;yuyerio y condimentos;Yuyos Andy;-10;817.00;1834.00;
AIRE0006;Muñeca arcoiris UN MUNDO EN EL AIRE;Varios;UN MUNDO EN EL AIRE - MUÑECOS DE CORDOBA;-1;;8186.40;
AIRE0003;Muñeca Pajarito/ conejito UN MUNDO EN EL AIRE;Varios;UN MUNDO EN EL AIRE - MUÑECOS DE CORDOBA;2;;8848.80;
AIRE0004;Muñeca pequeña UN MUNDO EN EL AIRE;Varios;UN MUNDO EN EL AIRE - MUÑECOS DE CORDOBA;0;;5971.20;
AIRE0005;Muñeca primavera UN MUNDO EN EL AIRE;Varios;UN MUNDO EN EL AIRE - MUÑECOS DE CORDOBA;-1;;6193.20;
AIRE0008;Muñecas Anne UN MUNDO EN EL AIRE;Varios;UN MUNDO EN EL AIRE - MUÑECOS DE CORDOBA;-1;;5971.20;
AIRE0001;Muñecas Mamá con bebé en fular UN MUNDO EN EL AIRE;Varios;UN MUNDO EN EL AIRE - MUÑECOS DE CORDOBA;2;;6634.80;
AIRE0011;Muñecas Mimositas (ositas) UN MUNDO EN EL AIRE;Varios;UN MUNDO EN EL AIRE - MUÑECOS DE CORDOBA;-1;;3316.80;
AIRE0007;Muñecas Niñes punk UN MUNDO EN EL AIRE;Varios;UN MUNDO EN EL AIRE - MUÑECOS DE CORDOBA;1;;6193.20;
AIRE0002;Muñecas Sirenas UN MUNDO EN EL AIRE;Varios;UN MUNDO EN EL AIRE - MUÑECOS DE CORDOBA;-1;;6414.00;
AIRE0009;Muñecas Ternuritas UN MUNDO EN EL AIRE;Varios;UN MUNDO EN EL AIRE - MUÑECOS DE CORDOBA;2;;5086.80;
2981;Muñecos FRUTO COTA "naturaleza";Juguetes;FRUTO;-1;;4423.20;
1800;Muñecos FRUTO de algodon (frida,nenes, muñecas);Juguetes;FRUTO;-6;;4864.80;
1801;Muñecos FRUTO de algodon (Oveja, gata, pichicho);Juguetes;FRUTO;-2;;3538.80;
1803;Muñecos FRUTO mini (Osos, gatos, conejos);Juguetes;FRUTO;-2;;1768.80;
1804;Muñecos FRUTO mini sonajero;Juguetes;FRUTO;-1;;1768.80;
617308824155;Mush Cookies Almendra y Arandanos;Varios;Tienda veggie (Holy places srl);-3;;1152.00;
617308824162;Mush Cookies chocolate;galletas;;0;;1152.00;
617308824148;Mush Cookies coco y vainilla;galletas;;0;;1152.00;
7798416380030;Muzzarella vegana 500g AUGUSTA;Otros;;-2;;4800.00;
723540585249;Nachopram Prama;yuyerio y condimentos;Prama Nestor Palmetti;-5;0.00;7540.00;
1809;Nachos  (deshidratadas crudiveganas);galletas;Oh Yeah It's Vegan!;0;;177.60;
